type,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
RSM0664,0.28205128205128205,0,0,0,0,0.5384615384615384,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.288045897435897,10.35897435897436,1.8205128205128205,64.0,6.410256410256411,1.5,0.5846153846153845,2.23,2.553846153846154,1.7179487179487178,1.6923076923076923,0.0,0.23076923076923078,0.47183098591549294,0.4647887323943662,0.0,0.06338028169014084
RSM0665,0.358974358974359,0,0,0,0,0.46153846153846156,0.05128205128205128,0.10256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94089128205128,9.538461538461538,1.6923076923076923,29.0,5.076923076923077,1.1,0.5423076923076923,1.79,2.5176923076923075,1.641025641025641,1.4871794871794872,0.2564102564102564,0.0,0.48484848484848486,0.4393939393939394,0.07575757575757575,0.0
RSM0666,0.20512820512820512,0,0,0,0,0.41025641025641024,0.1282051282051282,0.20512820512820512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.070249743589745,11.512820512820513,1.9487179487179487,66.0,7.666666666666667,1.5,0.6243589743589743,2.21,2.673076923076923,1.7692307692307692,2.0256410256410255,0.2564102564102564,0.28205128205128205,0.4082840236686391,0.46745562130177515,0.05917159763313609,0.0650887573964497
RSM0670,0.27848101265822783,0,0,0,0,0.4810126582278481,0.05063291139240506,0.1518987341772152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.680264303797468,10.658227848101266,1.7974683544303798,29.0,5.8734177215189876,1.1,0.5816455696202532,1.79,2.578354430379747,1.7215189873417722,1.7215189873417722,0.379746835443038,0.0,0.4503311258278146,0.4503311258278146,0.09933774834437087,0.0
RSM0671,0.25316455696202533,0,0,0,0,0.45569620253164556,0,0.25316455696202533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.047658227848103,11.139240506329115,1.860759493670886,47.0,6.8354430379746836,1.3,0.5930379746835444,1.75,2.6540506329113924,1.7468354430379747,1.9240506329113924,0.379746835443038,0.0,0.43124999999999997,0.475,0.09375,0.0
RSM0673,0.3,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.48054625,10.125,1.8,56.0,6.075,1.7,0.58125,2.34,2.54225,1.7,1.65,0.025,0.0,0.5037037037037037,0.4888888888888889,0.007407407407407408,0.0
RSM0674,0.225,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.809825749999998,11.25,1.95,56.0,7.2,1.7,0.6375,2.34,2.57075,1.775,1.95,0.025,0.0,0.47333333333333333,0.52,0.006666666666666667,0.0
RSM0676,0.15,0,0,0,0,0.45,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.896696,12.7,2.0,48.0,8.1,1.3,0.64,1.66,2.7704999999999997,1.85,2.35,0.5,0.0,0.39361702127659576,0.5,0.10638297872340426,0.0
RSM0677,0.2,0,0,0,0,0.3,0,0.3,0.025,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,30.029122530000002,11.35,2.275,91.0,13.025,1.5,0.68375,2.6,2.659,1.8,2.225,0.075,0.225,0.4161849710982659,0.5144508670520231,0.017341040462427744,0.05202312138728324
RSM0678,0.3,0,0,0,0,0.45,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65397925,10.15,1.8,24.0,5.85,1.15,0.58,1.89,2.573,1.7,1.7,0.25,0.0,0.4657534246575342,0.4657534246575342,0.0684931506849315,0.0
RSM0679,0.15,0,0,0,0,0.4,0.05,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.853796,12.25,2.05,62.0,8.85,1.6,0.6525000000000001,2.255,2.7652499999999995,1.85,2.35,0.0,0.35,0.40659340659340665,0.5164835164835165,0.0,0.07692307692307693
RSM0681,0.2,0,0,0,0,0.45,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.141623,11.7,1.9,27.0,6.6,1.1,0.6175,1.53,2.675,1.8,2.0,0.4,0.0,0.42857142857142855,0.47619047619047616,0.09523809523809523,0.0
RSM0682,0.2,0,0,0,0,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.002408,11.95,2.05,47.0,9.05,1.3,0.6449999999999999,1.75,2.7604999999999995,1.75,2.2,1.0,0.0,0.35353535353535354,0.4444444444444445,0.20202020202020202,0.0
RSM0683,0.15,0,0,0,0,0.4,0,0.35,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.427510999999999,12.75,2.0,29.0,7.65,1.1,0.6449999999999999,1.79,2.7655,1.85,2.4,0.5,0.0,0.38947368421052636,0.5052631578947369,0.10526315789473684,0.0
RSM0684,0.15,0,0,0,0,0.45,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.175800624999999,12.325,2.0,26.0,7.475,1.1,0.6487499999999999,1.56,2.7365,1.85,2.2,0.525,0.0,0.40437158469945356,0.48087431693989074,0.11475409836065574,0.0
RSM0685,0.5,0,0,0,0,0.35,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.501794999999998,7.45,1.65,46.0,5.65,1.35,0.515,1.11,2.393,1.45,1.0,0.5,0.0,0.4915254237288135,0.3389830508474576,0.1694915254237288,0.0
RSM0686,0.225,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.840089,11.25,1.95,57.0,7.225,1.6,0.635,2.32,2.57125,1.775,1.95,0.025,0.025,0.47019867549668876,0.5165562913907285,0.006622516556291392,0.006622516556291392
RSM0687,0.3,0,0,0,0,0.45,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.527626999999999,10.4,1.85,47.0,7.0,1.3,0.5875,1.75,2.58,1.7,1.7,0.5,0.0,0.4358974358974359,0.4358974358974359,0.12820512820512822,0.0
RSM0689,0.3,0,0,0,0,0.45,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65397925,10.15,1.8,24.0,5.85,1.15,0.58,1.89,2.573,1.7,1.7,0.25,0.0,0.4657534246575342,0.4657534246575342,0.0684931506849315,0.0
RSM0690,0.35,0,0,0,0,0.35,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.335134,9.6,1.75,28.0,5.7,1.1,0.5599999999999999,1.54,2.5375,1.6,1.5,0.5,0.0,0.4444444444444445,0.41666666666666663,0.1388888888888889,0.0
RSM0691,0.3,0,0,0,0,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.343407,10.05,1.8,27.0,5.75,1.1,0.5900000000000001,1.1300000000000001,2.4865000000000004,1.7,1.45,0.4,0.0,0.47887323943661975,0.4084507042253521,0.11267605633802819,0.0
RSM0693,0.3,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.510809499999999,10.125,1.8,57.0,6.1,1.6,0.57875,2.32,2.54275,1.7,1.65,0.025,0.025,0.5,0.4852941176470588,0.007352941176470589,0.007352941176470589
RSM0694,0.3,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.807009499999998,10.125,1.8,62.0,6.225,1.6,0.57875,2.255,2.5443749999999996,1.7,1.65,0.0,0.175,0.48226950354609927,0.46808510638297873,0.0,0.04964539007092198
RSM0696,0.15,0,0,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.893825999999997,12.45,2.05,29.0,8.25,1.1,0.6675,1.79,2.6745,1.85,2.1,1.0,0.0,0.37373737373737376,0.42424242424242425,0.20202020202020202,0.0
RSM0697,0.2,0,0,0,0,0.45,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.384252999999998,11.75,1.9,28.0,6.65,1.1,0.6175,1.54,2.6744999999999997,1.75,2.0,0.5,0.0,0.4117647058823529,0.47058823529411764,0.11764705882352941,0.0
RSM0699,0.3,0,0,0,0,0.525,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.613959499999998,10.125,1.8,59.0,6.15,1.6,0.57875,2.3,2.54325,1.7,1.65,0.0,0.1,0.49275362318840576,0.47826086956521735,0.0,0.028985507246376812
RSM0700,0.15,0,0,0,0,0.4,0,0.35,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.427510999999999,12.75,2.0,29.0,7.65,1.1,0.6449999999999999,1.79,2.7655,1.85,2.4,0.5,0.0,0.38947368421052636,0.5052631578947369,0.10526315789473684,0.0
RSM0702,0.2,0,0,0,0,0.3,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385758000000001,11.45,2.0,28.0,7.65,1.55,0.6575,2.44,2.726,1.75,2.2,0.5,0.0,0.3932584269662921,0.49438202247191015,0.11235955056179775,0.0
RSM0703,0.2,0,0,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8515155,11.45,1.95,38.0,7.25,1.55,0.635,2.2199999999999998,2.6805,1.8,2.1,0.05,0.0,0.45569620253164556,0.5316455696202531,0.012658227848101266,0.0
RSM0705,0.2962962962962963,0,0,0,0,0.4444444444444444,0.07407407407407407,0.14814814814814814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.466034074074075,10.444444444444445,1.7777777777777777,29.0,5.777777777777778,1.1,0.5722222222222222,1.79,2.5811111111111114,1.7037037037037037,1.7037037037037037,0.37037037037037035,0.0,0.45098039215686275,0.45098039215686275,0.09803921568627451,0.0
RSM0706,0.3170731707317073,0,0,0,0,0.5365853658536586,0.024390243902439025,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.261534634146342,10.048780487804878,1.7317073170731707,29.0,5.219512195121951,1.1,0.5621951219512195,1.79,2.5158536585365856,1.6829268292682926,1.5365853658536586,0.24390243902439024,0.0,0.48591549295774644,0.44366197183098594,0.07042253521126761,0.0
RSM0708,0.1951219512195122,0,0,0,0,0.3902439024390244,0.04878048780487805,0.3170731707317073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,22.251174146341462,11.609756097560975,2.048780487804878,91.0,9.902439024390244,1.5,0.6292682926829268,2.06,2.730731707317073,1.8048780487804879,2.1951219512195124,0.04878048780487805,0.14634146341463414,0.43023255813953487,0.5232558139534884,0.011627906976744186,0.03488372093023256
RSM0709,0.2926829268292683,0,0,0,0,0.3902439024390244,0.1951219512195122,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07317073170731707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17206536585366,10.268292682926829,1.975609756097561,46.0,8.21951219512195,1.35,0.6390243902439025,1.11,2.4992682926829266,1.6341463414634145,1.5609756097560976,0.7317073170731707,0.0,0.4161490683229814,0.3975155279503106,0.18633540372670807,0.0
RSM0710,0.2926829268292683,0,0,0,0,0.43902439024390244,0.14634146341463414,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.920406829268293,10.487804878048781,1.7804878048780488,47.0,5.902439024390244,1.3,0.571951219512195,1.75,2.585121951219513,1.7073170731707317,1.7073170731707317,0.24390243902439024,0.0,0.4666666666666666,0.4666666666666666,0.06666666666666667,0.0
RSM0711,0.2926829268292683,0,0,0,0,0.2926829268292683,0,0.36585365853658536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.887076829268292,10.390243902439025,1.9024390243902438,63.0,7.926829268292683,1.7,0.5890243902439024,2.34,2.704878048780488,1.7073170731707317,2.048780487804878,0.04878048780487805,0.17073170731707318,0.4294478527607362,0.5153374233128835,0.012269938650306749,0.04294478527607362
RSM0713,0.24390243902439024,0,0,0,0,0.5365853658536586,0,0.1951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.407073170731707,11.170731707317072,1.8048780487804879,29.0,5.7560975609756095,1.1,0.5865853658536585,1.79,2.616341463414634,1.7560975609756098,1.853658536585366,0.24390243902439024,0.0,0.4556962025316456,0.48101265822784817,0.06329113924050633,0.0
RSM0715,0.3902439024390244,0,0,0,0,0.4878048780487805,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.050274146341463,8.926829268292684,1.6585365853658536,27.0,4.682926829268292,1.1,0.5353658536585366,1.1300000000000001,2.4456097560975607,1.6097560975609757,1.2682926829268293,0.1951219512195122,0.0,0.5238095238095238,0.4126984126984127,0.06349206349206349,0.0
RSM0716,0.2926829268292683,0,0,0,0,0.3902439024390244,0.04878048780487805,0.21951219512195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,20.78859268292683,10.146341463414634,1.951219512195122,91.0,9.21951219512195,1.5,0.5951219512195122,2.06,2.6097560975609757,1.7073170731707317,1.8048780487804879,0.04878048780487805,0.14634146341463414,0.4605263157894737,0.4868421052631579,0.013157894736842105,0.039473684210526314
RSM0717,0.2926829268292683,0,0,0,0,0.2926829268292683,0,0.36585365853658536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.076650731707314,10.390243902439025,1.9024390243902438,62.0,8.048780487804878,1.6,0.5878048780487805,2.255,2.7065853658536585,1.7073170731707317,2.048780487804878,0.0,0.34146341463414637,0.41666666666666663,0.5,0.0,0.08333333333333334
