,structure,Density
4673,qmof-88dbbc6,2.00647
4674,qmof-57f07d6,1.51962
4675,qmof-79a21b4,2.30389
4676,qmof-7b1303e,1.87461
4677,qmof-6b188f9,1.2819
4678,qmof-2e3a934,1.89196
4679,qmof-4b1ae8b,2.05815
4680,qmof-063efc4,0.908059
4681,qmof-6c05d60,1.0784
4682,qmof-0165dd2,1.52956
4683,qmof-9f6fc7f,0.531832
4684,qmof-47a6fdf,1.28305
4685,qmof-ceaab2d,1.80847
4686,qmof-5263eb0,1.49507
4687,qmof-7d579e0,2.42315
4688,qmof-57ee22e,2.2461
4689,qmof-299e646,1.6775
4690,qmof-e21bd0e,1.18058
4691,qmof-1089298,2.01624
4692,qmof-b341428,3.57202
4693,qmof-6e5e86e,1.698
4694,qmof-73b7fe4,1.8727
4695,qmof-cd1c2f7,2.4787
4696,qmof-5a7d030,0.348588
4697,qmof-1d7abc8,0.904928
4698,qmof-650d8e2,0.904217
4699,qmof-73b2f47,0.97332
4700,qmof-89f6056,1.20869
4701,qmof-7e9c77b,0.759039
4702,qmof-bef4d15,0.772853
4703,qmof-9a5badd,1.82913
4704,qmof-1bd2541,2.30487
4705,qmof-31bbc88,1.92983
4706,qmof-2dd47d8,2.19113
4707,qmof-18b34f3,0.812366
4708,qmof-7b6e436,2.4689
4709,qmof-bcb167f,1.69479
4710,qmof-cd01241,0.901376
4711,qmof-34451ee,0.663424
4712,qmof-c128664,1.04997
4713,qmof-a998e68,2.71852
4714,qmof-abdc322,0.82137
4715,qmof-4db0d17,1.61049
4716,qmof-5f6e986,0.964017
4717,qmof-3a7c51f,1.6521
4718,qmof-9a8cfcb,2.63181
4719,qmof-9e35c1c,1.84584
4720,qmof-a6968c4,1.00183
4721,qmof-afbf6ca,2.35708
4722,qmof-b54a192,1.46602
4723,qmof-90b97bc,1.86733
4724,qmof-07c2760,1.62071
4725,qmof-d6c04d9,2.7216
4726,qmof-051793e,2.67503
4727,qmof-d9fb957,1.69755
4728,qmof-882de91,1.87783
4729,qmof-3e64bdb,1.21028
4730,qmof-21fb774,2.20078
4731,qmof-18ee42c,1.74618
4732,qmof-a5e3397,2.18556
4733,qmof-fa9f508,2.10142
4734,qmof-e7f4b5f,2.31138
4735,qmof-a1630ed,0.94041
4736,qmof-c6a0c39,1.39617
4737,qmof-f44a0df,1.60594
4738,qmof-897ea77,1.10474
4739,qmof-a21d1e4,1.93946
4740,qmof-17096cd,1.73889
4741,qmof-d265887,1.73046
4742,qmof-cd2e621,0.996714
4743,qmof-bbea870,1.6766
4744,qmof-1c719d3,1.89764
4745,qmof-755b963,1.69369
4746,qmof-c7f7b10,2.45795
4747,qmof-87793bf,2.2869
4748,qmof-93aaf79,1.89489
4749,qmof-388c615,2.16068
4750,qmof-7c6989f,2.07552
4751,qmof-6115da4,2.24644
4752,qmof-36f1e77,1.74278
4753,qmof-1d99f5f,1.81017
4754,qmof-6abd578,1.36189
4755,qmof-b2c9241,1.35241
4756,qmof-309f598,2.86737
4757,qmof-c376f20,1.73152
4758,qmof-2323e49,0.990026
4759,qmof-afa9eee,2.42113
4760,qmof-de4940a,0.71232
4761,qmof-169186c,1.17113
4762,qmof-045f7a6,2.39051
4763,qmof-3ee197c,1.63881
4764,qmof-9b48a99,1.53658
4765,qmof-e603480,2.23245
4766,qmof-7c78d8b,0.765851
4767,qmof-e39e485,1.89115
4768,qmof-9d5b9ef,1.55612
4769,qmof-817fdc2,1.78896
4770,qmof-9cd8266,1.55776
4771,qmof-c585aa5,1.68719
4772,qmof-b73a1d3,2.28882
4773,qmof-a746544,1.89627
4774,qmof-cf9c61e,1.74902
4775,qmof-19e56ac,1.6578
4776,qmof-27fd119,2.8816
4777,qmof-4588df0,2.48723
4778,qmof-d84f27e,2.02447
4779,qmof-83d797a,1.80545
4780,qmof-25172f2,0.915879
4781,qmof-5b34637,1.98114
4782,qmof-b53448c,1.40519
4783,qmof-5a5686e,1.52744
4784,qmof-b7c4e4f,1.91608
4785,qmof-9b1be38,2.27946
4786,qmof-cabf074,1.63392
4787,qmof-456d4d5,1.57913
4788,qmof-0618e72,1.68344
4789,qmof-69c8ab1,1.54208
4790,qmof-0e4acd7,2.19361
4791,qmof-1ecad92,1.22749
4792,qmof-c54951d,2.35995
4793,qmof-c07ea8b,1.80775
4794,qmof-2188f7f,2.25053
4795,qmof-e4d19f2,1.95403
4796,qmof-af2bbe9,0.921042
4797,qmof-466d3a2,1.48747
4798,qmof-00f0897,1.33247
4799,qmof-2250196,1.29588
4800,qmof-1594a7d,0.900312
4801,qmof-7f5ffb4,0.851705
4802,qmof-f26f35e,0.825312
4803,qmof-ce17f39,1.74339
4804,qmof-290d012,1.59618
4805,qmof-678f27b,1.85307
4806,qmof-13e5eb8,1.47809
4807,qmof-c5c5ac9,1.68924
4808,qmof-9ed028e,1.37478
4809,qmof-ad346fd,3.09118
4810,qmof-c397213,1.8385
4811,qmof-993d367,1.78593
4812,qmof-6204da9,1.47885
4813,qmof-d8a055c,2.4747
4814,qmof-b0f3adb,1.72332
4815,qmof-43c7f6d,1.50215
4816,qmof-5440933,2.07857
4817,qmof-f1d2550,1.87841
4818,qmof-557e054,1.45285
4819,qmof-8ce7f1c,2.30143
4820,qmof-84b496e,1.59677
4821,qmof-693b656,0.486289
4822,qmof-8e2f26d,2.28279
4823,qmof-4109c26,2.56057
4824,qmof-0e72b85,1.31618
4825,qmof-46e6fe6,1.84439
4826,qmof-7947dc7,0.384534
4827,qmof-f5a6492,3.01382
4828,qmof-b8022fd,3.55963
4829,qmof-94a3110,1.86696
4830,qmof-9c15737,0.141184
4831,qmof-d0264ec,1.95133
4832,qmof-b203da2,1.90269
4833,qmof-3015109,1.06894
4834,qmof-42a0d4f,1.66891
4835,qmof-f053170,3.07671
4836,qmof-7a91c8f,2.10342
4837,qmof-e6d5869,1.46729
4838,qmof-72dbbff,2.66371
4839,qmof-51b86a2,0.839679
4840,qmof-f3b3f44,1.6632
4841,qmof-0b09ca3,1.27686
4842,qmof-545e186,1.73599
4843,qmof-477ac56,1.78499
4844,qmof-7f8c48f,1.69531
4845,qmof-7000e4d,1.77717
4846,qmof-f547638,2.06472
4847,qmof-d689f74,1.67178
4848,qmof-3fac439,1.80917
4849,qmof-0d4a8eb,1.28498
4850,qmof-a6eb9f2,1.67616
4851,qmof-e0e6794,2.24191
4852,qmof-ec8cd79,0.6635
4853,qmof-c870fb3,2.24028
4854,qmof-531c126,1.20369
4855,qmof-74eaa3d,0.721594
4856,qmof-d851c65,2.11539
4857,qmof-7f951dc,2.41272
4858,qmof-4fdb6ef,1.84803
4859,qmof-60119ba,1.33529
4860,qmof-c5b8465,1.34914
4861,qmof-cd8d6d2,1.71901
4862,qmof-36bc27d,1.43425
4863,qmof-3af1f54,1.89639
4864,qmof-7092fa9,1.91413
4865,qmof-c1f9cd1,0.750317
4866,qmof-59424b3,1.68098
4867,qmof-4bc01fd,3.08763
4868,qmof-a314f18,1.28279
4869,qmof-65b04b3,1.756
4870,qmof-f5499a0,1.94996
4871,qmof-1b64037,1.57765
4872,qmof-7337787,1.9578
4873,qmof-4d9a98c,1.48391
4874,qmof-51d789e,1.63435
4875,qmof-51e0230,1.2037
4876,qmof-937f336,1.40614
4877,qmof-8efdd0d,1.91547
4878,qmof-d2fb81a,1.34659
4879,qmof-9259206,1.3636
4880,qmof-7006a4a,1.85034
4881,qmof-031685e,1.57067
4882,qmof-f18ed85,1.78365
4883,qmof-baec627,1.33813
4884,qmof-ae8c853,1.18553
4885,qmof-bc2a5ca,0.601143
4886,qmof-951d08f,1.70325
4887,qmof-ff1d9b8,1.2116
4888,qmof-54f2810,1.93337
4889,qmof-44db121,1.5896
4890,qmof-b76c0ba,2.29672
4891,qmof-f2b9905,2.15541
4892,qmof-4cd3c5d,1.29878
4893,qmof-c40f4c4,1.58145
4894,qmof-9cc65c5,1.08726
4895,qmof-a0278f2,1.57374
4896,qmof-7321cb2,1.15089
4897,qmof-b41b038,0.990769
4898,qmof-e6aa9fd,1.38156
4899,qmof-68c64b9,1.44227
4900,qmof-ed37e1c,1.5994
4901,qmof-ee6806c,2.29084
4902,qmof-943954f,2.37766
4903,qmof-59f3c10,1.63123
4904,qmof-7a521f7,0.963373
4905,qmof-f5fec52,1.22341
4906,qmof-8da777e,2.36349
4907,qmof-fa074f8,2.69066
4908,qmof-8190505,2.84988
4909,qmof-0c04920,0.353137
4910,qmof-4f9ba78,1.3947
4911,qmof-583d246,0.779501
4912,qmof-8615dad,1.9029
4913,qmof-0e5bc0c,3.69179
4914,qmof-db2fd41,1.56356
4915,qmof-4090ad3,2.98584
4916,qmof-879ddfb,2.29713
4917,qmof-3e88a85,1.28405
4918,qmof-d7aae20,1.54385
4919,qmof-ae3974c,1.79543
4920,qmof-e4f16d1,1.95578
4921,qmof-f78f1b9,2.64825
4922,qmof-8d1a68a,1.28606
4923,qmof-a95989e,1.78084
4924,qmof-ddcf875,1.37444
4925,qmof-a157e00,1.43721
4926,qmof-77fbc29,1.62998
4927,qmof-ece4651,1.66436
4928,qmof-1265f27,0.644233
4929,qmof-b77b779,1.00302
4930,qmof-ba7c077,2.46279
4931,qmof-3be3004,1.2073
4932,qmof-2c0ed21,1.65945
4933,qmof-772af30,3.10446
4934,qmof-ed704a0,0.748344
4935,qmof-69fe45b,1.59839
4936,qmof-8af7565,2.10055
4937,qmof-0267c10,2.10319
4938,qmof-269e2b1,0.70049
4939,qmof-7c5f404,1.69902
4940,qmof-908c20a,2.46387
4941,qmof-1a922d4,1.80808
4942,qmof-81035b4,1.96046
4943,qmof-5edee51,1.64419
4944,qmof-5dbcf37,1.52173
4945,qmof-5dacd0b,1.9655
4946,qmof-fc08082,0.11889
4947,qmof-4973626,1.45986
4948,qmof-c753207,1.85429
4949,qmof-576f203,1.80998
4950,qmof-a86da74,0.677091
4951,qmof-dc9df4c,2.43906
4952,qmof-ba621d1,1.42479
4953,qmof-627639b,2.73603
4954,qmof-1a2e603,0.274789
4955,qmof-7e9e6a5,1.50016
4956,qmof-78cdf5d,1.55885
4957,qmof-c9e1cbe,1.8254
4958,qmof-b4f2a15,1.88805
4959,qmof-969bb72,1.93996
4960,qmof-65777fa,1.19
4961,qmof-dbac19f,0.713415
4962,qmof-1fdc7b8,0.893211
4963,qmof-3ecaab7,0.72611
4964,qmof-809d541,1.86826
4965,qmof-2157a06,1.87884
4966,qmof-5754d27,0.534573
4967,qmof-23796ec,0.743568
4968,qmof-af94b81,2.09035
4969,qmof-de7a226,1.77642
4970,qmof-ffeae31,2.77835
4971,qmof-b334eed,0.892803
4972,qmof-030e486,1.69891
4973,qmof-02c7846,2.46334
4974,qmof-49c86f7,1.32414
4975,qmof-681ca50,1.22856
4976,qmof-b1d5255,2.86641
4977,qmof-02f6c6b,1.40879
4978,qmof-a1cd150,1.65156
4979,qmof-51e910f,1.19564
4980,qmof-382ab31,1.45733
4981,qmof-f258d2d,2.19315
4982,qmof-33e82fb,1.74758
4983,qmof-2a42bc4,1.44458
4984,qmof-e268c52,1.39908
4985,qmof-d8acd47,2.48959
4986,qmof-f77560d,1.99623
4987,qmof-2033acd,1.55371
4988,qmof-51a8296,2.16975
4989,qmof-40f5c75,1.68002
4990,qmof-b586c9e,1.62291
4991,qmof-ed024a5,1.51999
4992,qmof-6a77bab,2.7796
4993,qmof-bc155dc,2.49719
4994,qmof-6e2e191,2.6031
4995,qmof-4607b04,1.3715
4996,qmof-ae38f9c,0.787196
4997,qmof-ecf163d,1.89087
4998,qmof-17704ef,0.979439
4999,qmof-0315b97,1.59955
5000,qmof-8f9b4a4,2.44569
5001,qmof-f088d9c,1.75417
5002,qmof-7a071d1,2.3081
5003,qmof-44ebd89,0.420609
5004,qmof-eecf791,1.69423
5005,qmof-5acf2ab,0.930697
5006,qmof-22d90d1,2.7739
5007,qmof-fd37ecd,1.36518
5008,qmof-277fc99,1.00785
5009,qmof-75309dd,1.0754
5010,qmof-366a2aa,1.93333
5011,qmof-a911b2f,1.46753
5012,qmof-90232dc,2.16803
5013,qmof-3110c7f,2.66359
5014,qmof-f44b97c,2.39033
5015,qmof-89fc176,2.29734
5016,qmof-7eaea73,1.88859
5017,qmof-1753b15,1.76385
5018,qmof-e4ab65a,0.528244
5019,qmof-63c5aad,2.19298
5020,qmof-261717e,1.01094
5021,qmof-ad773d3,2.05942
5022,qmof-01cfceb,1.78973
5023,qmof-cd2a559,2.24986
5024,qmof-cbb0c75,1.84803
5025,qmof-ffe5987,2.55305
5026,qmof-8561cdc,3.07475
5027,qmof-3336366,1.4033
5028,qmof-eea62f6,1.68416
5029,qmof-4a4ca58,0.793942
5030,qmof-344ed8d,1.20743
5031,qmof-8e441aa,2.36842
5032,qmof-ffe63dd,1.93966
5033,qmof-6f0a50e,0.46463
5034,qmof-5bac0a7,1.64175
5035,qmof-88816e9,1.80372
5036,qmof-4ce68d1,1.46624
5037,qmof-5613eb5,2.22146
5038,qmof-c9c2b82,1.79974
5039,qmof-8de75d0,1.65308
5040,qmof-636fe16,1.82518
5041,qmof-fdf90e2,2.34178
5042,qmof-16367a4,1.83079
5043,qmof-2012542,0.374027
5044,qmof-a23970b,1.44499
5045,qmof-9e5c1e4,1.46744
5046,qmof-cee6232,2.11193
5047,qmof-cdc4bef,1.64529
5048,qmof-de9db8f,2.34665
5049,qmof-0ce9c14,1.3615
5050,qmof-27c2f69,1.57273
5051,qmof-d69465b,1.91511
5052,qmof-ab731b1,1.0872
5053,qmof-93c77bb,0.378347
5054,qmof-2f828ec,1.64113
5055,qmof-d8b08f7,2.08466
5056,qmof-4716b44,2.51909
5057,qmof-f9d1025,1.34437
5058,qmof-dca4eee,2.01137
5059,qmof-7873cd2,0.712066
5060,qmof-a483aa3,2.55229
5061,qmof-90c218f,1.65335
5062,qmof-293bef6,0.893505
5063,qmof-0219702,1.25078
5064,qmof-4badd07,2.77125
5065,qmof-705ad5b,1.46247
5066,qmof-9b0ccbd,2.47404
5067,qmof-083e1f7,1.72604
5068,qmof-17d6cac,2.09684
5069,qmof-b6ee5ae,1.05442
5070,qmof-09da183,0.564778
5071,qmof-92fee50,1.29221
5072,qmof-3c669f0,1.76226
5073,qmof-ba39404,2.32889
5074,qmof-a3a73b2,1.72038
5075,qmof-ca67595,2.24934
5076,qmof-c91ed91,1.84675
5077,qmof-f3695a8,1.68715
5078,qmof-73caebb,1.52605
5079,qmof-8a03db4,0.956875
5080,qmof-20b49f0,0.442287
5081,qmof-e77be3d,1.66711
5082,qmof-229e397,1.98073
5083,qmof-ea2df15,1.60037
5084,qmof-8f65a3c,1.99911
5085,qmof-c4e84a2,2.00976
5086,qmof-fd2113b,1.61744
5087,qmof-f810659,1.52105
5088,qmof-7adaa8f,1.18988
5089,qmof-5c1675f,1.62444
5090,qmof-5d93570,1.33918
5091,qmof-cb0ed13,1.2457
5092,qmof-df86412,2.88017
5093,qmof-201a793,1.39188
5094,qmof-f21d595,1.15165
5095,qmof-b999777,2.0586
5096,qmof-70d5ada,1.61457
5097,qmof-bd9f797,1.55645
5098,qmof-38c1bdc,0.989689
5099,qmof-18b8ab1,0.586093
5100,qmof-5ed3f1f,1.9415
5101,qmof-ca6d033,1.14372
5102,qmof-24cd035,1.75952
5103,qmof-5d1e419,1.11116
5104,qmof-c1b5346,1.09119
5105,qmof-782ea07,1.74877
5106,qmof-542bb58,1.95226
5107,qmof-0bc3629,2.13934
5108,qmof-f346b8b,1.6773
5109,qmof-9826a4f,1.93953
5110,qmof-07562e7,0.592803
5111,qmof-febffd8,0.603857
5112,qmof-69c3651,1.8838
5113,qmof-c81c070,0.953286
5114,qmof-6a96bb3,1.67686
5115,qmof-0162289,0.556529
5116,qmof-f818993,1.33583
5117,qmof-3a6ceb0,2.44182
5118,qmof-0c2ac6d,1.3472
5119,qmof-5c3c38b,0.38295
5120,qmof-01ef655,1.33054
5121,qmof-a38c2fe,2.57564
5122,qmof-2c5eeb2,1.30875
5123,qmof-348cf26,1.09153
5124,qmof-807cae8,0.489093
5125,qmof-be9fb9e,2.22244
5126,qmof-f0cfb06,0.61189
5127,qmof-9d6b8f5,1.37847
5128,qmof-fac48cb,2.12843
5129,qmof-02cf811,1.73766
5130,qmof-9489acc,1.17395
5131,qmof-2a8a99e,2.14979
5132,qmof-dee93f5,0.615668
5133,qmof-504370a,0.961534
5134,qmof-faf06b8,1.92673
5135,qmof-b50d054,2.45088
5136,qmof-9b277ad,1.30702
5137,qmof-b6a032a,2.34904
5138,qmof-6bd80b9,1.9935
5139,qmof-0660e3e,1.59131
5140,qmof-f85eead,1.99219
5141,qmof-75ec3f5,1.50554
5142,qmof-557afbb,0.591673
5143,qmof-566c8f2,1.76017
5144,qmof-52acdcc,2.38591
5145,qmof-029d2b0,0.695035
5146,qmof-e7c9e5e,3.20123
5147,qmof-8276221,2.60852
5148,qmof-272c907,1.03765
5149,qmof-90ec5b5,1.15725
5150,qmof-c9cfc46,1.94781
5151,qmof-70f891b,0.639602
5152,qmof-d8a1caf,1.79061
5153,qmof-b7f4229,1.43716
5154,qmof-e024f70,1.49867
5155,qmof-8d08cd1,1.85727
5156,qmof-120743e,1.72854
5157,qmof-55b32f8,1.17861
5158,qmof-ed57492,1.74683
5159,qmof-afe2748,1.72332
5160,qmof-fe238e7,1.04081
5161,qmof-37aec10,1.86777
5162,qmof-65b4335,1.58645
5163,qmof-fc79d47,1.87778
5164,qmof-247e926,2.82052
5165,qmof-b893edd,0.982602
5166,qmof-8974e23,1.72058
5167,qmof-110ffa0,0.667532
5168,qmof-54e3d77,1.63807
5169,qmof-b3dd2cb,1.29296
5170,qmof-287b33e,0.546196
5171,qmof-089c984,0.49894
5172,qmof-7b0a947,1.8659
5173,qmof-267b04e,1.36217
5174,qmof-da89b11,2.23214
5175,qmof-7b77cf8,2.44758
5176,qmof-849b838,0.598465
5177,qmof-4bdce90,0.827311
5178,qmof-5b8487c,1.28316
5179,qmof-f39795c,0.873549
5180,qmof-769821d,1.5657
5181,qmof-feb06f2,1.93185
5182,qmof-b6d938a,1.29568
5183,qmof-38b18d7,1.79558
5184,qmof-7d1abbc,2.5252
5185,qmof-d812e1d,1.47937
5186,qmof-f62c223,1.79966
5187,qmof-8de0c10,0.859241
5188,qmof-7cacd01,1.95057
5189,qmof-0543584,1.89361
5190,qmof-9d133f2,2.94604
5191,qmof-17eb28a,1.63873
5192,qmof-409a8b7,0.620765
5193,qmof-2bcb043,1.49595
5194,qmof-3eac45e,0.427509
5195,qmof-fed56cc,1.26833
5196,qmof-46e0444,1.39874
5197,qmof-9d582e8,1.46215
5198,qmof-d7c44a0,2.04704
5199,qmof-c41123e,2.78743
5200,qmof-95a42fb,2.10094
5201,qmof-84e2164,1.61981
5202,qmof-ec84042,0.67762
5203,qmof-c398d5c,3.21343
5204,qmof-c054f0b,2.32256
5205,qmof-ff04ba3,0.398383
5206,qmof-b24bd16,2.03389
5207,qmof-1013282,1.37397
5208,qmof-a3cf233,0.656504
5209,qmof-7e79016,1.94545
5210,qmof-e6adc28,0.825669
5211,qmof-b2b6f0e,1.77832
5212,qmof-d724ac4,2.56225
5213,qmof-4a90838,1.43044
5214,qmof-0b55938,1.49411
5215,qmof-c1bb21a,1.13827
5216,qmof-c237857,0.350454
5217,qmof-b970788,2.62959
5218,qmof-5195997,2.75531
5219,qmof-7dfff4f,0.782328
5220,qmof-e0f33e8,2.27108
5221,qmof-58cb01d,1.94669
5222,qmof-659d5f8,3.10488
5223,qmof-0be7420,1.51883
5224,qmof-7983067,1.99841
5225,qmof-b5945a6,2.01829
5226,qmof-4db34af,1.7893
5227,qmof-e50c0c6,1.4965
5228,qmof-8b7c863,2.17442
5229,qmof-40dcc0d,1.77893
5230,qmof-48ecb3b,2.05893
5231,qmof-a372b4b,0.509312
5232,qmof-7a9d846,2.18264
5233,qmof-a8b48f9,1.94589
5234,qmof-809fc5e,1.46788
5235,qmof-d232353,3.8515
5236,qmof-57ca61b,2.36688
5237,qmof-a68826c,1.41012
5238,qmof-94de1ca,2.13498
5239,qmof-8636073,1.63037
5240,qmof-c66194c,1.18297
5241,qmof-30cd2b2,2.82611
5242,qmof-c0bc30d,1.60058
5243,qmof-eb0aaee,2.86008
5244,qmof-40c7632,1.44582
5245,qmof-211a3ec,2.12177
5246,qmof-d4b0dbe,1.95063
5247,qmof-2742f35,2.18811
5248,qmof-a569078,2.2142
5249,qmof-b3f1619,1.68943
5250,qmof-44e748a,3.02103
5251,qmof-c4408a8,1.68469
5252,qmof-68010e6,3.26544
5253,qmof-c555174,1.98922
5254,qmof-17c39d6,2.22714
5255,qmof-c14a8e9,1.49529
5256,qmof-9b94528,1.42204
5257,qmof-e88ad2b,1.93068
5258,qmof-40d5d11,1.53243
5259,qmof-58c45b1,3.17732
5260,qmof-de11207,1.54911
5261,qmof-a09abf4,1.62444
5262,qmof-5ea3d58,1.22619
5263,qmof-ab42336,2.02752
5264,qmof-b1105ea,1.69737
5265,qmof-fe5c928,1.28388
5266,qmof-2b3c904,1.87066
5267,qmof-305c717,1.15845
5268,qmof-e010c6c,1.94897
5269,qmof-df0aa6e,2.11113
5270,qmof-2576b34,1.90703
5271,qmof-6f5ab21,2.47472
5272,qmof-d865c0c,1.06261
5273,qmof-6026387,1.57144
5274,qmof-538ac2e,2.45664
5275,qmof-915b8e1,1.78951
5276,qmof-5b40d48,1.95117
5277,qmof-1a531e9,2.51436
5278,qmof-bae6404,1.3398
5279,qmof-a92c7de,1.88131
5280,qmof-bb8d268,0.94179
5281,qmof-3957f91,1.05438
5282,qmof-b202db2,1.5864
5283,qmof-ac1edc6,2.25167
5284,qmof-dad057d,1.55474
5285,qmof-ccee605,2.04062
5286,qmof-1a6228b,1.48522
5287,qmof-dc3d8ce,1.14116
5288,qmof-1e8099b,1.62473
5289,qmof-aca3388,1.08763
5290,qmof-a8cfc39,1.69261
5291,qmof-b5e016a,1.37575
5292,qmof-ccec7e9,1.35038
5293,qmof-8bec27b,1.65549
5294,qmof-abeea8c,1.471
5295,qmof-aa18cd2,2.14253
5296,qmof-7916e8d,1.01364
5297,qmof-3765c1c,1.38978
5298,qmof-2f15906,2.34902
5299,qmof-7240e2e,1.73002
5300,qmof-75b48a7,2.50039
5301,qmof-fe0b063,0.779295
5302,qmof-5a58afb,2.67661
5303,qmof-9b4c00f,2.0804
5304,qmof-5083a07,2.14381
5305,qmof-2ee608c,1.80161
5306,qmof-5018ab0,0.787919
5307,qmof-fb69b28,1.90139
5308,qmof-addc8ec,0.977466
5309,qmof-a9e26ed,3.10782
5310,qmof-7b4aac2,0.861972
5311,qmof-ad015e6,2.3313
5312,qmof-0fb4c2f,0.572849
5313,qmof-2e54ffc,1.94451
5314,qmof-77442e8,1.13824
5315,qmof-d5e9981,1.87807
5316,qmof-f1b8dbe,1.52348
5317,qmof-5319a12,2.52099
5318,qmof-6226ce6,2.99664
5319,qmof-229d67d,1.61834
5320,qmof-9a5440e,1.28987
5321,qmof-7bcba44,2.01214
5322,qmof-5448086,1.50583
5323,qmof-4c23f2e,1.99727
5324,qmof-46ab5ba,1.61545
5325,qmof-218da26,1.58364
5326,qmof-93008c0,0.971067
5327,qmof-4fbb0a5,1.59862
5328,qmof-3aa5315,1.60568
5329,qmof-dab2b61,2.16015
5330,qmof-6ebc141,0.308625
5331,qmof-429d887,1.58747
5332,qmof-f473138,0.788225
5333,qmof-75c3227,0.289122
5334,qmof-6cb849a,1.56587
5335,qmof-cf0c844,2.39947
5336,qmof-0d568f0,0.558989
5337,qmof-32094e6,1.84219
5338,qmof-32f203f,1.64549
5339,qmof-59cf43e,1.77073
5340,qmof-fa1d0ec,1.62152
5341,qmof-e6dada5,2.31909
5342,qmof-3416f8e,2.31127
5343,qmof-e9ef2f6,1.82968
5344,qmof-3de7905,2.03037
5345,qmof-3d2b999,1.78851
5346,qmof-669b945,2.89996
5347,qmof-5bc1857,1.53769
5348,qmof-70589ac,2.80795
5349,qmof-b46f474,1.55274
5350,qmof-f5c9d76,0.816595
5351,qmof-0644d90,2.42404
5352,qmof-17246e7,2.5033
5353,qmof-2c52fd4,1.22379
5354,qmof-9a00804,0.760734
5355,qmof-c328407,2.05492
5356,qmof-4695aa0,1.09094
5357,qmof-4508cc7,0.832748
5358,qmof-4cdc447,1.45986
5359,qmof-aef676f,1.9895
5360,qmof-ffde105,1.25777
5361,qmof-0ac7a64,0.657559
5362,qmof-cfc22da,0.453335
5363,qmof-cb0a854,1.47447
5364,qmof-0d4a2d9,2.30811
5365,qmof-65356da,1.89282
5366,qmof-511e8da,1.97309
5367,qmof-0fcb34b,2.1804
5368,qmof-1a060e4,2.75679
5369,qmof-05d14ae,1.83345
5370,qmof-d962920,1.28641
5371,qmof-373fda4,1.97862
5372,qmof-dafbfa1,1.96378
5373,qmof-e07df46,1.86791
5374,qmof-e54730e,0.415096
5375,qmof-772110c,1.27097
5376,qmof-84f5fd4,1.94524
5377,qmof-5874237,2.30519
5378,qmof-359185c,1.51331
5379,qmof-2fc7de6,1.84747
5380,qmof-d014068,2.01421
5381,qmof-9054b9c,1.64861
5382,qmof-6f65d13,1.57348
5383,qmof-5500d18,1.75182
5384,qmof-46e5a60,2.25144
5385,qmof-ca4b8ca,1.17145
5386,qmof-bbebea0,0.415919
5387,qmof-4fd2377,1.46752
5388,qmof-9b11723,0.71745
5389,qmof-1b6b7d3,1.03554
5390,qmof-2f4925f,3.0517
5391,qmof-171da2d,2.5506
5392,qmof-ecea9da,0.8194
5393,qmof-8c7d840,1.65854
5394,qmof-6afa476,0.652294
5395,qmof-16f859b,0.945128
5396,qmof-75317e2,1.69522
5397,qmof-301845c,0.828592
5398,qmof-028b150,2.2553
5399,qmof-02485bd,2.28747
5400,qmof-cb53c9a,2.21815
5401,qmof-23af1a9,2.54033
5402,qmof-4fe57e9,1.52793
5403,qmof-58b9289,2.17573
5404,qmof-d7eccba,1.95693
5405,qmof-6c38eb4,1.61219
5406,qmof-0ee4bf6,0.67951
5407,qmof-559f6f4,1.38443
5408,qmof-5be3f38,1.90927
5409,qmof-797c9c2,1.83763
5410,qmof-1dcf9c9,1.46169
5411,qmof-5d89b9d,1.22624
5412,qmof-6544ffe,1.82782
5413,qmof-b3742a4,0.138405
5414,qmof-cbb6c08,2.01964
5415,qmof-fc5594c,3.09863
5416,qmof-74b7695,1.70843
5417,qmof-61bc52b,0.738263
5418,qmof-fa5769f,1.85845
5419,qmof-6079269,2.48408
5420,qmof-ca7c71a,0.0896569
5421,qmof-b7e9d20,1.01221
5422,qmof-a5cf871,2.25659
5423,qmof-97d9d01,1.47414
5424,qmof-ab61efa,1.41501
5425,qmof-268c45a,2.77237
5426,qmof-557b940,2.01358
5427,qmof-2efade9,0.103381
5428,qmof-6d579f1,0.745004
5429,qmof-c4a1c17,1.75016
5430,qmof-4410553,1.20201
5431,qmof-72bcd8e,1.69858
5432,qmof-a30aa75,0.706201
5433,qmof-23c04a5,2.46401
5434,qmof-15d1cfa,2.93341
5435,qmof-142011d,0.780374
5436,qmof-037d5ed,0.527553
5437,qmof-d8425cd,1.25962
5438,qmof-4409f74,0.496369
5439,qmof-cf9e198,0.819109
5440,qmof-be7c662,1.79616
5441,qmof-922a70e,1.71512
5442,qmof-cc4c6c7,1.05018
5443,qmof-7185c72,1.59117
5444,qmof-4b62488,1.77706
5445,qmof-0ef4ccf,1.42115
5446,qmof-b077645,1.31288
5447,qmof-fec9df9,2.04395
5448,qmof-eb6363e,1.29984
5449,qmof-f727745,1.86061
5450,qmof-f580d00,2.29612
5451,qmof-07f54ba,1.14529
5452,qmof-590cb2b,1.68939
5453,qmof-42da793,1.85899
5454,qmof-f9326c1,2.46946
5455,qmof-47f264b,1.52129
5456,qmof-3db7ad0,1.74155
5457,qmof-87b86ca,1.29885
